"","ï..Id","seed_sown_current_3","sowing_date_current_3","harvest_date_current_3","ParentId1","ParentId2"
"443",3,1500,"10/21/2015 12:00:00 AM","4/27/2016 12:00:00 AM",3,"f70c02cc3919490b98c2a53244828b25"
"444",3,30000,"6/21/2015 12:00:00 AM","5/22/2016 12:00:00 AM",0,"f83bc7285e47438286e1a76f106ebb48"
"445",4,10000,"7/22/2015 12:00:00 AM","10/22/2016 12:00:00 AM",0,"f83bc7285e47438286e1a76f106ebb48"
"446",3,1700,"2/22/2016 12:00:00 AM","12/25/2016 12:00:00 AM",1,"f83bc7285e47438286e1a76f106ebb48"
"447",3,9000,"12/22/2015 12:00:00 AM","10/29/2016 12:00:00 AM",2,"f83bc7285e47438286e1a76f106ebb48"
"448",4,4000,"6/25/2015 12:00:00 AM","3/25/2016 12:00:00 AM",2,"f83bc7285e47438286e1a76f106ebb48"
"449",4,18000,"3/25/2016 12:00:00 AM","1/25/2017 12:00:00 AM",1,"f83bc7285e47438286e1a76f106ebb48"
"450",3,5000,"10/6/2015 12:00:00 AM","8/13/2016 12:00:00 AM",0,"f94897bf16cc4db39070bbd2e8c86020"
"451",3,1500,"2/12/2016 12:00:00 AM","11/12/2016 12:00:00 AM",0,"fc0911474b004dcea91a4ab73fb81be0"
"452",3,2800,"2/24/2016 12:00:00 AM","1/5/2017 12:00:00 AM",0,"fd01e4cdd9f044ceac9edaa739f760e2"
"453",3,1800,"9/5/2015 12:00:00 AM","10/12/2016 12:00:00 AM",0,"fd04f6425ccf46d59b2e480d3ae6acb5"
"454",2,1700,"3/20/2016 12:00:00 AM","7/21/2016 12:00:00 AM",0,"fdc4c893654548f1a856949334152412"
"455",2,300,"3/2/2016 12:00:00 AM","6/15/2016 12:00:00 AM",0,"fe60dfe40d934b0ba3770b4314bb31b8"
"456",3,500,"2/16/2016 12:00:00 AM","12/16/2016 12:00:00 AM",0,"fee56a1e560445cab188e37835aa5c43"
"457",4,100,"2/16/2016 12:00:00 AM","8/16/2016 12:00:00 AM",0,"fee56a1e560445cab188e37835aa5c43"
"458",1,4000,"11/2/2015 12:00:00 AM","4/1/2016 12:00:00 AM",0,"ff7e737ff67942a984d5161251a73196"
"459",1,4000,"12/15/2015 12:00:00 AM","5/15/2016 12:00:00 AM",1,"ff7e737ff67942a984d5161251a73196"
"460",3,900,"2/1/2016 12:00:00 AM","12/8/2016 12:00:00 AM",2,"ff8b18351e8d492b94f8e9b4f0dd090b"
"461",3,300,"5/4/2016 12:00:00 AM","3/4/2017 12:00:00 AM",0,"ff8b18351e8d492b94f8e9b4f0dd090b"
"462",3,300,"1/1/2016 12:00:00 AM","12/18/2016 12:00:00 AM",1,"ff8b18351e8d492b94f8e9b4f0dd090b"
